,지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
59,서울특별시,덕릉로주유소,서울 강북구 덕릉로 158 (번동),S-OIL,02-989-9806,N,-,1414,1215,-
60,서울특별시,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),GS칼텍스,02-987-5152,Y,1595,1415,1215,-
61,서울특별시,KH에너지(주)직영 송정주유소,서울 강북구 인수봉로 185 (수유동),SK에너지,02-993-5189,N,-,1419,1219,-
62,서울특별시,에덴주유소,서울 강북구 월계로 195 (번동),SK에너지,02-987-8182,Y,-,1427,1227,-
63,서울특별시,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),현대오일뱅크,02-992-3331,Y,1599,1429,1229,-
64,서울특별시,현대오일뱅크(주)직영 미아셀프주유소,서울 강북구 도봉로 200 (미아동),현대오일뱅크,02-945-7999,Y,1599,1429,1229,-
65,서울특별시,현대오일뱅크㈜직영 새한셀프주유소,서울 강북구 도봉로 75,현대오일뱅크,02-985-4382,Y,1584,1429,1229,-
66,서울특별시,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),SK에너지,02-982-8855,Y,-,1439,1239,-
67,서울특별시,세원주유소,서울 강북구 한천로 918 (번동),SK에너지,02-907-6890,Y,-,1449,1249,900
68,서울특별시,대성석유(주)신광주유소,서울 강북구 삼양로 484,GS칼텍스,02-908-3320,N,-,1449,1249,1000
69,서울특별시,화곡역주유소,서울 강서구 강서로 154 (화곡동),알뜰주유소,02-2691-5151,Y,-,1387,1187,-
70,서울특별시,뉴신정주유소,서울 강서구 곰달래로 207(화곡동),알뜰주유소,02-2601-0077,N,-,1387,1187,-
71,서울특별시,스카이주유소,서울 강서구 개화동로 457 (방화동),S-OIL,02-2663-5146,Y,1575,1397,1198,-
72,서울특별시,방화주유소,서울 강서구 방화동로 58-2 (방화동),SK에너지,02-2662-0503,N,-,1402,1202,1100
73,서울특별시,강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),SK에너지,032-671-5186,Y,-,1405,1205,-
74,서울특별시,유턴주유소,서울 강서구 남부순환로 57,알뜰주유소,02-2665-5047,Y,-,1405,1205,955
75,서울특별시,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),현대오일뱅크,02-2665-5189,Y,-,1409,1209,-
76,서울특별시,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),GS칼텍스,02-2608-5151,Y,1565,1415,1215,1100
77,서울특별시,KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,SK에너지,032-677-9497,Y,1697,1415,1215,-
78,서울특별시,목화주유소,서울 강서구 국회대로 251 (화곡동),SK에너지,02-2654-4564,Y,-,1417,1227,-
79,서울특별시,개화주유소,서울 강서구 양천로 57,SK에너지,02-2661-5555,Y,-,1427,1227,-
80,서울특별시,(주)한진 김포공항주유소,서울 강서구 하늘길 259,S-OIL,02-2662-0422,Y,-,1429,1239,1020
81,서울특별시,현대오일뱅크㈜직영 강서제일셀프주유소,서울 강서구 화곡로 273 (화곡동),현대오일뱅크,02-2695-4544,Y,-,1444,1245,-
82,서울특별시,현대오일뱅크 등촌주유소,서울 강서구 등촌로 189 (등촌동),현대오일뱅크,02-2647-5700,N,-,1447,1257,-
83,서울특별시,화곡현대주유소,서울 강서구 강서로 151 (화곡동),SK에너지,02-2607-1942,Y,1625,1453,1253,-
84,서울특별시,신화곡주유소,서울 강서구 국회대로 71,S-OIL,02-2611-3161,Y,-,1455,1255,-
85,서울특별시,강서열린점,서울 강서구 등촌로 213 (등촌동),GS칼텍스,02-2647-9091,N,-,1457,1257,1250
86,서울특별시,우장산주유소,서울 강서구 강서로 292 (내발산동),SK에너지,02-3664-7163,N,-,1458,1277,1150
87,서울특별시,현대오일뱅크㈜직영 에어포트주유소,서울 강서구 개화동로 519 (방화동),현대오일뱅크,02-2664-1900,N,-,1459,1259,-
88,서울특별시,현대오일뱅크 양화교주유소,서울 강서구 공항대로 653 (염창동),현대오일뱅크,02-3665-2004,N,1614,1471,1264,1000
89,서울특별시,대성석유(주)방화대성주유소,서울 강서구 양천로 176,GS칼텍스,02-3663-7781,Y,1699,1485,1295,-
90,서울특별시,대성석유(주) 마곡대성주유소,서울 강서구 강서로 457,GS칼텍스,02-3664-7781,Y,1699,1485,1295,-
91,서울특별시,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),S-OIL,02-2605-4000,Y,1577,1487,1357,-
92,서울특별시,대성석유(주)직영관문주유소,서울 강서구 공항대로 314,GS칼텍스,02-3665-2051,N,1699,1488,1307,1000
93,서울특별시,KH에너지(주)직영 가양주유소,서울 강서구 강서로 498 (가양동),SK에너지,02-3664-6051,N,1729,1495,1305,-
94,서울특별시,세원제1주유소,서울 강서구 양천로 311 (가양동),SK에너지,02-3663-5151,Y,-,1495,1295,-
95,서울특별시,대성주유소,서울 강서구 강서로 472 (등촌동),GS칼텍스,02-3661-6102,N,-,1495,1305,-
96,서울특별시,현대오일뱅크(주) 가양주유소,서울 강서구  양천로 391 (가양동),현대오일뱅크,02-3661-9470,N,1619,1499,1299,-
97,서울특별시,(주)한진 김포공항제2주유소,서울 강서구 하늘길 112,S-OIL,02-2661-8892,Y,-,1505,1309,-
98,서울특별시,박물관주유소,서울 강서구 양천로53길 97 (가양동),GS칼텍스,02-3665-5189,N,-,1518,1318,1128
99,서울특별시,코리나(주)청룡주유소,서울 강서구 양천로 576 (등촌동),SK에너지,02-3661-1575,N,-,1518,1318,1100
100,서울특별시,참솔에너지,서울 강서구 벌말로 281 (오곡동),S-OIL,070-8844-8282,Y,-,1615,1415,-
101,서울특별시,염창동주유소,서울 강서구 양천로 720 (염창동),SK에너지,02-3664-4134,N,-,1738,1508,-
102,서울특별시,(주)연우에너지 신관주유소,서울 관악구 신림로 290 (신림동),알뜰주유소,02-871-1356,Y,-,1428,1228,1100
103,서울특별시,(주)엠오티이엔지 직영 삼화주유소,서울 관악구 보라매로 41 (봉천동),알뜰주유소,02-889-8929,N,-,1439,1239,1000
104,서울특별시,현대오일뱅크(주)직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),현대오일뱅크,02-867-1877,Y,1640,1440,1240,-
105,서울특별시,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스,02-877-0867,Y,1624,1449,1269,990
106,서울특별시,SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),SK에너지,02-584-2522,N,-,1449,1269,-
107,서울특별시,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),SK에너지,02-885-5189,N,1568,1449,1269,1099
108,서울특별시,남현주유소,서울 관악구 남부순환로 2014,현대오일뱅크,02-521-4200,Y,-,1449,1269,-
109,서울특별시,현대주유소,서울 관악구 난곡로 108 (신림동),현대오일뱅크,02-851-9200,N,-,1459,1259,-
110,서울특별시,유림주유소,서울 관악구 신림로 176 (신림동),S-OIL,02-887-5145,N,-,1468,1268,1048
111,서울특별시,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206,GS칼텍스,02-858-2003,N,-,1469,1269,-
112,서울특별시,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),SK에너지,02-882-5189,Y,-,1469,1269,-
113,서울특별시,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),SK에너지,02-871-5189,Y,1869,1479,1299,-
114,서울특별시,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),S-OIL,02-874-5185,N,-,1487,1297,-
115,서울특별시,한규상사 유정주유소,서울 관악구 남부순환로 1691 (봉천동),SK에너지,02-882-1154,N,-,1487,1297,1121
116,서울특별시,문성골주유소,서울 관악구 문성로 97 (신림동),현대오일뱅크,02-839-0081,N,-,1498,1298,1100
117,서울특별시,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),GS칼텍스,02-2632-8612,N,-,1531,1331,-
118,서울특별시,평안주유소,서울 광진구 천호대로 630 (능동),알뜰주유소,02-446-0340,N,-,1429,1229,-
119,서울특별시,현대오일뱅크(주)직영 능동주유소,서울 광진구 천호대로 584 (능동),현대오일뱅크,02-452-7723,Y,1557,1429,1229,1000
120,서울특별시,태양주유소,서울 광진구 동일로 345 (중곡동),GS칼텍스,02-464-5141,N,-,1435,1235,-
121,서울특별시,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),S-OIL,02-461-5152,Y,1577,1447,1247,-
122,서울특별시,대원주유소,서울 광진구 용마산로 122 (중곡동),S-OIL,02-444-1666,N,-,1449,1249,-
123,서울특별시,용마주유소,서울 광진구 용마산로 68 (중곡동),GS칼텍스,02-456-1884,N,-,1449,1249,1100
124,서울특별시,현대오일뱅크(주) 중원주유소,서울 광진구 동일로 398 (중곡동),현대오일뱅크,02-467-2410,N,1573,1454,1254,1100
125,서울특별시,현대오일뱅크(주)직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),현대오일뱅크,02-497-5151,N,1557,1454,1254,-
126,서울특별시,(주)장수주유소,서울 광진구 동일로 266 (군자동),SK에너지,02-498-1981,N,-,1464,1258,-
127,서울특별시,현대오일뱅크㈜직영 대명셀프주유소,서울 광진구 광나루로 460 (화양동),현대오일뱅크,02-2201-4392,Y,1589,1469,1269,-
128,서울특별시,현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로37 (자양동),현대오일뱅크,02-447-9796,Y,-,1469,1269,-
129,서울특별시,삼호주유소,서울 광진구 천호대로 809 (광장동),S-OIL,02-455-7200,Y,1718,1488,1258,-
130,서울특별시,대성산업(주)구의주유소,서울 광진구 광나루로 570 (구의동),GS칼텍스,02-457-0638,N,-,1489,1289,-
131,서울특별시,자양주유소,서울 광진구 아차산로 298 (자양동),SK에너지,02-457-7600,N,1687,1497,1297,-
132,서울특별시,강평주유소,서울 광진구 아차산로 616 (광장동),SK에너지,02-2201-0736,N,1738,1497,1297,1088
133,서울특별시,구의스타주유소,서울 광진구 자양로 103,GS칼텍스,02-457-4071,N,-,1510,1295,1030
134,서울특별시,동서울주유소,서울 광진구 강변역로 10 (구의동),GS칼텍스,02-444-3910,N,-,1529,1329,1050
135,서울특별시,SK구로주유소,서울 구로구 구일로 94 (구로동),SK에너지,02-868-5758,N,-,1398,1198,1098
136,서울특별시,신성주유소,서울 구로구 구로동로 187 (구로제2동),현대오일뱅크,02-866-5189,Y,-,1409,1209,1050
137,서울특별시,구인주유소,서울 구로구 경인로 558 (구로동),SK에너지,02-2677-5010,N,-,1417,1217,1100
138,서울특별시,(주)새서울석유 대원셀프주유소,서울 구로구 개봉로 7,현대오일뱅크,02-2612-3880,Y,-,1417,1217,-
139,서울특별시,항동주유소,서울 구로구 서해안로 2154 (항동),S-OIL,02-2611-1113,Y,-,1419,1219,-
140,서울특별시,서울석유(주)풀페이주유소,서울 구로구 경인로 41 (온수동),SK에너지,02-2613-7708,N,-,1425,1225,-
141,서울특별시,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),GS칼텍스,02-861-5189,Y,-,1425,1225,-
142,서울특별시,대성산업(주)디큐브주유소,서울 구로구 경인로 650 (신도림동),GS칼텍스,02-2633-7188,N,1628,1429,1209,-
143,서울특별시,처음처럼주유소,서울 구로구 오리로 1299 (궁동),S-OIL,02-2611-5051,N,-,1429,1229,850
144,서울특별시,근린공원주유소,서울 구로구 고척로 199 (고척동),S-OIL,02-2066-3700,N,-,1438,1248,1100
145,서울특별시,JHC에너지,서울 구로구 시흥대로 539,알뜰주유소,02-866-9553,N,-,1439,1239,-
146,서울특별시, 현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,현대오일뱅크,02-856-1135,Y,1598,1439,1239,-
147,서울특별시,현대오일뱅크㈜직영 신오류주유소,서울 구로구 경인로 161 (오류동),현대오일뱅크,02-2687-4186,N,1550,1445,1245,1000
148,서울특별시,정은주유소,서울 구로구 경인로 407 (고척동),현대오일뱅크,02-2611-5183,N,-,1445,1255,1100
149,서울특별시,SK에너지(주)직영 개봉동주유소,서울 구로구 경인로 290 (개봉동),SK에너지,02-2616-5189,N,-,1449,1259,950
150,서울특별시,개봉주유소,서울 구로구 고척로 115 (개봉동),현대오일뱅크,02-2618-5145,Y,-,1449,1259,1100
151,서울특별시,현대오일뱅크(주)직영 신구로주유소,서울 구로구 가마산로 293 (구로동),현대오일뱅크,02-859-0051,N,1597,1458,1258,-
152,서울특별시,영진주유소,서울 구로구 구로동로 20 (가리봉동),S-OIL,02-861-6625,N,-,1476,1276,1100
153,서울특별시,동선주유소,서울 구로구 경인로 150 (오류동),GS칼텍스,02-2683-1126,N,-,1485,1285,-
154,서울특별시,시몬주유소,서울 구로구 부일로 871,S-OIL,02-2689-5185,N,-,1497,1297,-
155,서울특별시,동아주유소,서울 구로구  도림로 91 (구로동),S-OIL,02-855-1282,N,-,1648,1298,1100
156,서울특별시,구로주유소,서울 구로구 구로동로 137 (구로동),GS칼텍스,02-587-1251,N,-,1942,1728,1376
157,서울특별시,구광주유소,서울특별시 금천구  서부샛길 674 (가산동),S-OIL,02-868-6889,N,-,1415,1215,950
158,서울특별시,(주)진우에너지 백운주유소,서울 금천구 시흥대로 282 (독산동),알뜰주유소,02-894-8521,Y,-,1415,1215,1100
159,서울특별시,명보에너지,서울 금천구 시흥대로 377 (독산동),알뜰주유소,02-806-8336,N,-,1425,1225,-
160,서울특별시,(주)태영유업 독산고개,서울 금천구 시흥대로 484,현대오일뱅크,02-856-0283,Y,-,1434,1234,1100
161,서울특별시,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,GS칼텍스,02-896-5145,Y,1585,1435,1235,1000
162,서울특별시,현대오일뱅크(주)직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),현대오일뱅크,02-891-5189,Y,1580,1435,1235,-
163,서울특별시,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GS칼텍스,02-805-7888,Y,-,1435,1235,-
164,서울특별시,남서울경복에너지,서울 금천구 독산로 257 (독산동),S-OIL,02-855-9880,Y,-,1435,1235,1050
165,서울특별시,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),S-OIL,02-807-3161,Y,-,1435,1235,-
166,서울특별시,KH에너지(주)직영시흥대로주유소,서울 금천구 시흥대로 221 (시흥동),SK에너지,02-892-5156,N,-,1445,1245,1000
167,서울특별시,현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),현대오일뱅크,02-859-5426,N,-,1449,1249,-
168,서울특별시,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,SK에너지,02-861-2241,N,-,1454,1254,-
169,서울특별시,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),SK에너지,02-802-6749,N,-,1464,1264,1150
170,서울특별시,배꽃나라주유소,서울 노원구 화랑로 466 (공릉동),GS칼텍스,02-973-5172,Y,1605,1425,1225,-
171,서울특별시,삼육주유소,서울 노원구 화랑로 822 (공릉동),SK에너지,02-949-3677,Y,-,1425,1225,1050
172,서울특별시,월계주유소,서울 노원구 월계로 252 (월계동),GS칼텍스,02-917-7650,Y,-,1429,1227,1049
173,서울특별시,태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),S-OIL,02-976-5189,Y,1648,1442,1247,-
174,서울특별시,성북역주유소,서울 노원구 광운로 95 (월계동),GS칼텍스,02-919-8141,N,-,1448,1233,1150
175,서울특별시,한신주유소,서울 노원구 동일로 1089 (공릉동),SK에너지,02-974-5151,N,1658,1458,1258,1100
176,서울특별시,현대오일뱅크㈜직영 하계주유소,서울 노원구 노원로17길 29 (하계동),현대오일뱅크,02-975-1386,N,1695,1469,1279,995
177,서울특별시,신성주유소,서울 노원구 월계로 328 (월계동),S-OIL,02-916-4334,Y,-,1478,1278,-
178,서울특별시,불암주유소,서울 노원구 한글비석로 268 (중계동),S-OIL,02-932-6850,Y,-,1488,1288,-
179,서울특별시,(주)소모에너지엔테크놀러지 수락산주유소,서울 노원구 동일로 1772,GS칼텍스,02-3392-5656,Y,-,1498,1298,1100
180,서울특별시,노원주유소,서울 노원구 동일로 1008 (공릉동),GS칼텍스,02-949-5151,N,-,1499,1299,1100
181,서울특별시,하계삼호주유소,서울 노원구 공릉로 294 (하계동),GS칼텍스,02-974-8818,N,-,1525,1321,-
182,서울특별시,상계동주유소,서울 노원구 노원로26길 191 (상계동),현대오일뱅크,02-936-5035,N,-,1530,1330,1200
183,서울특별시,화랑대주유소,서울 노원구 화랑로 483,SK에너지,02-972-5189,Y,1798,1598,1398,1050
184,서울특별시,양지진흥개발(주)상계주유소,서울 노원구 노해로 527 (상계동),SK에너지,02-930-0111,N,-,-,-,-
185,서울특별시,삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),SK에너지,02-992-5561,Y,-,1392,1192,1100
186,서울특별시,한이에너지(주)KLP제1주유소,서울 도봉구 도봉로 596 (창동),현대오일뱅크,02-902-5189,N,-,1409,1209,-
187,서울특별시,도봉제일주유소(주)송만에너지,서울 도봉구 도봉로 783 (도봉동),현대오일뱅크,02-955-5185,N,-,1409,1209,950
188,서울특별시,정다운셀프주유소, 서울특별시 도봉구 도봉로 635 (쌍문동),SK에너지,02-996-5151,Y,-,1415,1215,-
189,서울특별시,현대오일뱅크㈜직영 도봉현대셀프주유소,서울 도봉구 도봉로 941 (도봉동),현대오일뱅크,02-3492-7371,Y,-,1415,1215,-
190,서울특별시,극동유화(주)대안주유소,서울 도봉구 마들로 574 (창동),S-OIL,02-996-6640,Y,-,1415,1215,-
191,서울특별시,쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),S-OIL,02-992-0220,Y,-,1418,1218,1000
192,서울특별시,서현주유소,서울 도봉구 방학로 142 (방학동),S-OIL,02-954-5400,Y,-,1418,1218,-
193,서울특별시,지에스칼텍스㈜ 도봉주유소,서울 도봉구 도봉로 895 (도봉동),GS칼텍스,02-954-0118,Y,1575,1419,1219,1000
194,서울특별시,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,GS칼텍스,02-3493-5189,Y,1575,1419,1219,1000
195,서울특별시,동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),SK에너지,02-902-5544,Y,-,1428,1228,-
196,서울특별시,구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),S-OIL,02-3491-3454,Y,-,1429,1239,1100
197,서울특별시,노원교주유소,서울 도봉구 마들로 776 (도봉동),현대오일뱅크,02-956-5189,Y,-,1453,1253,-
198,서울특별시,(주)쌍문셀프주유소,서울 도봉구 노해로 161 (쌍문동),현대오일뱅크,02-998-9704,Y,-,1455,1255,1000
199,서울특별시,현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,현대오일뱅크,02-956-5152,N,1796,1459,1259,950
200,서울특별시,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),GS칼텍스,02-905-4441,N,-,1459,1258,-
201,서울특별시,오복주유소,서울 도봉구 방학로 43,S-OIL,02-3494-1500,Y,1885,1488,1278,1000
202,서울특별시,창동제일주유소,서울 도봉구 해등로3길 86 (창동),S-OIL,02-906-5104,N,-,1498,1298,-
203,서울특별시,풍한주유소,서울 동대문구 안암로 168,SK에너지,02-924-5189,N,-,1415,1215,-
204,서울특별시,(주)경동주유소,서울 동대문구 이문로 191 (이문동),S-OIL,02-965-6006,Y,-,1417,1217,1000
205,서울특별시,웰컴주유소,서울 동대문구 한천로 414 (이문동),현대오일뱅크,02-969-1144,N,-,1425,1215,-
206,서울특별시,재정제2주유소,서울 동대문구 사가정로 90 (전농동),현대오일뱅크,02-2249-6682,Y,-,1429,1229,-
