,지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유,위도,경도
18,서울특별시,현대오일뱅크㈜직영 오천주유소,서울 강남구 봉은사로 503 (삼성동),현대오일뱅크,02-545-2822,N,1678,1498,1298,1195,37.5134585,127.053786
19,서울특별시,지에스칼텍스㈜ 삼성로주유소,서울 강남구 삼성로 563 (삼성동),GS칼텍스,02-538-5138,Y,1658,1498,1298,-,37.5079601,127.0542139
20,서울특별시,현대오일뱅크㈜직영 삼성동주유소,서울 강남구 테헤란로 619 (삼성동),현대오일뱅크,02-508-6572,N,1637,1528,1365,-,37.5098777,127.0651015
21,서울특별시,(주)중앙에너비스 수서지점,서울 강남구 광평로 202 (수서동),SK에너지,070-8707-4582,Y,1768,1528,1328,-,37.4839933,127.0949776
22,서울특별시,일원주유소,서울 강남구 양재대로55길 3 (일원동),S-OIL,02-2226-5188,Y,-,1538,1338,1200,37.4910205,127.087806
23,서울특별시,에스제이에너지산업(주) 개포주유소,서울 강남구 양재대로 339,GS칼텍스,02-573-9031,N,1790,1538,1328,1200,37.4723322,127.0517033
24,서울특별시,대교주유소,서울 강남구 강남대로 640 (신사동),SK에너지,02-512-5521,N,1750,1550,1350,-,37.5280898,127.0355331
25,서울특별시,현대오일뱅크(주)직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),현대오일뱅크,02-546-2182,N,1896,1596,1432,-,37.5194704,127.0263136
26,서울특별시,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),현대오일뱅크,02-3444-0804,N,1848,1618,1388,-,37.5287714,127.0341463
27,서울특별시,㈜새서울석유 새서울주유소,서울 강남구 압구정로 154,현대오일뱅크,02-543-1154,N,1923,1697,1497,1350,37.5257812,127.0265166
28,서울특별시,명품주유소,서울 강남구 도곡로 249 (역삼동),S-OIL,02-501-1256,N,1888,1758,1588,-,37.494102,127.045482
29,서울특별시,대성석유(주)동호주유소,서울 강남구 봉은사로113길 51,GS칼텍스,02-545-0720,N,1947,1847,1647,-,37.5184855,127.0646604
30,서울특별시,대청주유소,서울 강남구 개포로 654 (일원동),SK에너지,02-445-5500,N,2086,1856,1649,1499,37.494874,127.0842726
31,서울특별시,경원주유소,서울 강남구 도산대로 428 (청담동),S-OIL,02-517-1957,N,2116,1918,1698,-,37.5232547,127.0427203
32,서울특별시,갤러리아주유소,서울 강남구 압구정로 426,SK에너지,02-540-4965,N,2118,1920,1695,1310,37.5266815,127.0435149
33,서울특별시,SK논현주유소,서울 강남구 논현로 747 (논현동),SK에너지,02-511-0955,N,2138,1938,1758,1350,37.5186249,127.0284104
34,서울특별시,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),GS칼텍스,02-518-5141,N,2129,1953,1699,1359,37.51151340000001,127.0470928
35,서울특별시,학여울주유소,서울 강남구  남부순환로 3170 (일원2동),GS칼텍스,02-3411-3271,N,2147,1956,1699,-,37.4983776,127.0774759
36,서울특별시,(주)소모에너지엔테크놀러지 쎈트럴주유소,서울 강남구 삼성로 335,GS칼텍스,02-565-0267,N,2097,1988,1698,1200,37.5014022,127.059066
37,서울특별시,뉴서울(강남),서울 강남구 언주로 716 (논현동),SK에너지,02-518-5631,N,2370,2075,1895,1350,37.5193396,127.0363736
38,서울특별시,삼성주유소,서울 강남구 삼성로 521 (삼성동),SK에너지,02-538-0809,N,-,-,-,-,37.5108407,127.0541141
39,서울특별시,동우주유소,서울특별시 강남구  봉은사로 311 (논현동),SK에너지,02-542-6726,N,-,-,-,-,37.5098229,127.0408435
40,서울특별시,구천면주유소,서울 강동구 구천면로 357 (암사동),현대오일뱅크,02-441-0536,N,-,1443,1247,-,37.5504208,127.1382328
41,서울특별시,현대오일뱅크㈜직영 고속셀프주유소,서울 강동구 천호대로 1246,현대오일뱅크,02-487-2030,Y,1598,1456,1258,998,37.5364637,127.149316
42,서울특별시,현대오일뱅크㈜직영 명일셀프주유소,서울 강동구 고덕로 168 (명일동),현대오일뱅크,02-3428-1739,Y,1625,1459,1265,-,37.5544523,127.1439562
43,서울특별시,지에스칼텍스㈜ 신월주유소,서울 강동구 양재대로 1323 (성내동),GS칼텍스,02-475-2600,N,1668,1468,1268,1000,37.5245111,127.1344163
44,서울특별시,지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),GS칼텍스,02-426-5372,Y,-,1468,1268,-,37.5452101,127.1702029
45,서울특별시,주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),SK에너지,02-484-6165,N,-,1474,1282,1101,37.53226420000001,127.1331353
46,서울특별시,방아다리주유소,서울 강동구 동남로 811 (명일동),SK에너지,02-442-5145,Y,-,1475,1275,975,37.5460164,127.1554383
47,서울특별시,현대오일뱅크㈜직영 암사셀프주유소,서울 강동구 올림픽로 749 (암사동),현대오일뱅크,02-3427-2043,Y,1618,1475,1269,-,37.5482544,127.1264237
48,서울특별시,(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),S-OIL,02-484-1162,Y,-,1478,1278,-,37.5293901,127.122427
49,서울특별시,sk해뜨는주유소,서울 강동구  상일로 132 (강일동),SK에너지,02-442-7801,Y,-,1495,1298,1000,37.558717,127.1713785
50,서울특별시,천호현대주유소,서울 강동구 천중로 67 (천호동),현대오일뱅크,02-484-9323,N,-,1497,1297,1100,37.5451051,127.129457
51,서울특별시,대성석유(주)직영 길동주유소,서울 강동구 천호대로 1168,GS칼텍스,02-474-7222,N,1698,1498,1298,1000,37.5333771,127.1411626
52,서울특별시,(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),GS칼텍스,02-441-3327,N,1708,1508,1309,1133,37.5549868,127.1296896
53,서울특별시,(주)소모에너지엔테크놀러지 성내주유소,서울 강동구 올림픽로 578 (성내동),GS칼텍스,02-479-3838,Y,-,1528,1328,-,37.531341,127.1273089
54,서울특별시,광성주유소,서울 강동구 올림픽로 673 (천호동),S-OIL,02-470-5133,N,-,1548,1348,1230,37.5415336,127.1241349
55,서울특별시,강동주유소,서울 강동구 양재대로 1509 (길동),SK에너지,02-477-5101,N,2178,1943,1697,1127,37.5406103,127.1406021
56,서울특별시,수유동주유소,서울 강북구 도봉로 395 (수유동),GS칼텍스,02-902-9470,Y,-,1391,1191,-,37.6421401,127.0295678
57,서울특별시,(주)석산에너지,서울 강북구 삼양로 316 (수유동),현대오일뱅크,02-980-1448,Y,-,1399,1199,900,37.6315821,127.0179395
58,서울특별시,북서울고속주유소,서울 강북구 삼양로 410 (수유동),S-OIL,02-907-5182,Y,-,1399,1199,-,37.6401555,127.0172034
59,서울특별시,덕릉로주유소,서울 강북구 덕릉로 158 (번동),S-OIL,02-989-9806,N,-,1414,1215,-,37.6349074,127.0313001
60,서울특별시,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),GS칼텍스,02-987-5152,Y,1595,1415,1215,-,37.6265005,127.0279778
61,서울특별시,KH에너지(주)직영 송정주유소,서울 강북구 인수봉로 185 (수유동),SK에너지,02-993-5189,N,-,1419,1219,-,37.6361659,127.0127908
62,서울특별시,에덴주유소,서울 강북구 월계로 195 (번동),SK에너지,02-987-8182,Y,-,1427,1227,-,37.62166819999999,127.045522
63,서울특별시,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),현대오일뱅크,02-992-3331,Y,1599,1429,1229,-,37.63557230000001,127.0330499
64,서울특별시,현대오일뱅크(주)직영 미아셀프주유소,서울 강북구 도봉로 200 (미아동),현대오일뱅크,02-945-7999,Y,1599,1429,1229,-,37.6264851,127.0264373
65,서울특별시,현대오일뱅크㈜직영 새한셀프주유소,서울 강북구 도봉로 75,현대오일뱅크,02-985-4382,Y,1584,1429,1229,-,37.6156869,127.0294688
66,서울특별시,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),SK에너지,02-982-8855,Y,-,1439,1239,-,37.6302371,127.0227426
67,서울특별시,세원주유소,서울 강북구 한천로 918 (번동),SK에너지,02-907-6890,Y,-,1449,1249,900,37.6342623,127.0376951
68,서울특별시,대성석유(주)신광주유소,서울 강북구 삼양로 484,GS칼텍스,02-908-3320,N,-,1449,1249,1000,37.6463707,127.015347
69,서울특별시,화곡역주유소,서울 강서구 강서로 154 (화곡동),알뜰주유소,02-2691-5151,Y,-,1387,1187,-,37.54065689999999,126.8415062
70,서울특별시,뉴신정주유소,서울 강서구 곰달래로 207(화곡동),알뜰주유소,02-2601-0077,N,-,1387,1187,-,37.5315539,126.8560239
71,서울특별시,스카이주유소,서울 강서구 개화동로 457 (방화동),S-OIL,02-2663-5146,Y,1575,1397,1198,-,37.57148189999999,126.8043676
72,서울특별시,방화주유소,서울 강서구 방화동로 58-2 (방화동),SK에너지,02-2662-0503,N,-,1402,1202,1100,37.5655711,126.8123867
73,서울특별시,강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),SK에너지,032-671-5186,Y,-,1405,1205,-,37.5552839,126.7685674
74,서울특별시,유턴주유소,서울 강서구 남부순환로 57,알뜰주유소,02-2665-5047,Y,-,1405,1205,955,37.5571443,126.8100135
75,서울특별시,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),현대오일뱅크,02-2665-5189,Y,-,1409,1209,-,37.5703721,126.8030747
76,서울특별시,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),GS칼텍스,02-2608-5151,Y,1565,1415,1215,1100,37.5296048,126.8598234
77,서울특별시,KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,SK에너지,032-677-9497,Y,1697,1415,1215,-,37.57010229999999,126.8229233
78,서울특별시,목화주유소,서울 강서구 국회대로 251 (화곡동),SK에너지,02-2654-4564,Y,-,1417,1227,-,37.5300058,126.8629151
79,서울특별시,개화주유소,서울 강서구 양천로 57,SK에너지,02-2661-5555,Y,-,1427,1227,-,37.563683,126.8522078
80,서울특별시,(주)한진 김포공항주유소,서울 강서구 하늘길 259,S-OIL,02-2662-0422,Y,-,1429,1239,1020,37.5509534,126.8147734
81,서울특별시,현대오일뱅크㈜직영 강서제일셀프주유소,서울 강서구 화곡로 273 (화곡동),현대오일뱅크,02-2695-4544,Y,-,1444,1245,-,37.5492376,126.8469515
82,서울특별시,현대오일뱅크 등촌주유소,서울 강서구 등촌로 189 (등촌동),현대오일뱅크,02-2647-5700,N,-,1447,1257,-,37.5467865,126.8625346
83,서울특별시,화곡현대주유소,서울 강서구 강서로 151 (화곡동),SK에너지,02-2607-1942,Y,1625,1453,1253,-,37.5401974,126.8411411
84,서울특별시,신화곡주유소,서울 강서구 국회대로 71,S-OIL,02-2611-3161,Y,-,1455,1255,-,37.5272351,126.8428769
85,서울특별시,강서열린점,서울 강서구 등촌로 213 (등촌동),GS칼텍스,02-2647-9091,N,-,1457,1257,1250,37.5486873,126.8630523
86,서울특별시,우장산주유소,서울 강서구 강서로 292 (내발산동),SK에너지,02-3664-7163,N,-,1458,1277,1150,37.5517936,126.8366452
87,서울특별시,현대오일뱅크㈜직영 에어포트주유소,서울 강서구 개화동로 519 (방화동),현대오일뱅크,02-2664-1900,N,-,1459,1259,-,37.5662599,126.8060856
88,서울특별시,현대오일뱅크 양화교주유소,서울 강서구 공항대로 653 (염창동),현대오일뱅크,02-3665-2004,N,1614,1471,1264,1000,37.547366,126.8773233
89,서울특별시,대성석유(주)방화대성주유소,서울 강서구 양천로 176,GS칼텍스,02-3663-7781,Y,1699,1485,1295,-,37.5642415,126.8426754
90,서울특별시,대성석유(주) 마곡대성주유소,서울 강서구 강서로 457,GS칼텍스,02-3664-7781,Y,1699,1485,1295,-,37.5535944,126.8412653
91,서울특별시,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),S-OIL,02-2605-4000,Y,1577,1487,1357,-,37.5545728,126.8548425
92,서울특별시,대성석유(주)직영관문주유소,서울 강서구 공항대로 314,GS칼텍스,02-3665-2051,N,1699,1488,1307,1000,37.5576509,126.8423965
93,서울특별시,KH에너지(주)직영 가양주유소,서울 강서구 강서로 498 (가양동),SK에너지,02-3664-6051,N,1729,1495,1305,-,37.5698166,126.8419433
94,서울특별시,세원제1주유소,서울 강서구 양천로 311 (가양동),SK에너지,02-3663-5151,Y,-,1495,1295,-,37.567802,126.8363645
95,서울특별시,대성주유소,서울 강서구 강서로 472 (등촌동),GS칼텍스,02-3661-6102,N,-,1495,1305,-,37.5674836,126.8413671
96,서울특별시,현대오일뱅크(주) 가양주유소,서울 강서구  양천로 391 (가양동),현대오일뱅크,02-3661-9470,N,1619,1499,1299,-,37.5633113,126.83426
97,서울특별시,(주)한진 김포공항제2주유소,서울 강서구 하늘길 112,S-OIL,02-2661-8892,Y,-,1505,1309,-,37.555525,126.8067017
98,서울특별시,박물관주유소,서울 강서구 양천로53길 97 (가양동),GS칼텍스,02-3665-5189,N,-,1518,1318,1128,37.5674701,126.8503074
99,서울특별시,코리나(주)청룡주유소,서울 강서구 양천로 576 (등촌동),SK에너지,02-3661-1575,N,-,1518,1318,1100,37.5368333,126.8611775
100,서울특별시,참솔에너지,서울 강서구 벌말로 281 (오곡동),S-OIL,070-8844-8282,Y,-,1615,1415,-,37.5552839,126.7685674
101,서울특별시,염창동주유소,서울 강서구 양천로 720 (염창동),SK에너지,02-3664-4134,N,-,1738,1508,-,37.5490729,126.8757552
102,서울특별시,(주)연우에너지 신관주유소,서울 관악구 신림로 290 (신림동),알뜰주유소,02-871-1356,Y,-,1428,1228,1100,37.4803339,126.9306995
103,서울특별시,(주)엠오티이엔지 직영 삼화주유소,서울 관악구 보라매로 41 (봉천동),알뜰주유소,02-889-8929,N,-,1439,1239,1000,37.4931625,126.9266808
104,서울특별시,현대오일뱅크(주)직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),현대오일뱅크,02-867-1877,Y,1640,1440,1240,-,37.4824066,126.9194423
105,서울특별시,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스,02-877-0867,Y,1624,1449,1269,990,37.4770721,126.9623326
106,서울특별시,SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),SK에너지,02-584-2522,N,-,1449,1269,-,37.4727639,126.9821855
107,서울특별시,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),SK에너지,02-885-5189,N,1568,1449,1269,1099,37.4787022,126.9583517
108,서울특별시,남현주유소,서울 관악구 남부순환로 2014,현대오일뱅크,02-521-4200,Y,-,1449,1269,-,37.4755075,126.9724977
109,서울특별시,현대주유소,서울 관악구 난곡로 108 (신림동),현대오일뱅크,02-851-9200,N,-,1459,1259,-,37.4649327,126.919652
110,서울특별시,유림주유소,서울 관악구 신림로 176 (신림동),S-OIL,02-887-5145,N,-,1468,1268,1048,37.4736453,126.9347833
111,서울특별시,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206,GS칼텍스,02-858-2003,N,-,1469,1269,-,37.4733457,126.9187577
112,서울특별시,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),SK에너지,02-882-5189,Y,-,1469,1269,-,37.49165,126.9272169
113,서울특별시,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),SK에너지,02-871-5189,Y,1869,1479,1299,-,37.4790749,126.9591267
114,서울특별시,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),S-OIL,02-874-5185,N,-,1487,1297,-,37.4823516,126.9450665
115,서울특별시,한규상사 유정주유소,서울 관악구 남부순환로 1691 (봉천동),SK에너지,02-882-1154,N,-,1487,1297,1121,37.4841096,126.9385312
116,서울특별시,문성골주유소,서울 관악구 문성로 97 (신림동),현대오일뱅크,02-839-0081,N,-,1498,1298,1100,37.4777782,126.9143636
117,서울특별시,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),GS칼텍스,02-2632-8612,N,-,1531,1331,-,37.482932,126.9188649
118,서울특별시,평안주유소,서울 광진구 천호대로 630 (능동),알뜰주유소,02-446-0340,N,-,1429,1229,-,37.5537373,127.0871303
119,서울특별시,현대오일뱅크(주)직영 능동주유소,서울 광진구 천호대로 584 (능동),현대오일뱅크,02-452-7723,Y,1557,1429,1229,1000,37.5555658,127.0824319
120,서울특별시,태양주유소,서울 광진구 동일로 345 (중곡동),GS칼텍스,02-464-5141,N,-,1435,1235,-,37.5618388,127.0747663
121,서울특별시,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),S-OIL,02-461-5152,Y,1577,1447,1247,-,37.5680828,127.0889827
122,서울특별시,대원주유소,서울 광진구 용마산로 122 (중곡동),S-OIL,02-444-1666,N,-,1449,1249,-,37.5645204,127.0870429
123,서울특별시,용마주유소,서울 광진구 용마산로 68 (중곡동),GS칼텍스,02-456-1884,N,-,1449,1249,1100,37.5596944,127.087859
124,서울특별시,현대오일뱅크(주) 중원주유소,서울 광진구 동일로 398 (중곡동),현대오일뱅크,02-467-2410,N,1573,1454,1254,1100,37.5658311,127.077728
125,서울특별시,현대오일뱅크(주)직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),현대오일뱅크,02-497-5151,N,1557,1454,1254,-,37.5609019,127.095729
126,서울특별시,(주)장수주유소,서울 광진구 동일로 266 (군자동),SK에너지,02-498-1981,N,-,1464,1258,-,37.5549591,127.0715183
127,서울특별시,현대오일뱅크㈜직영 대명셀프주유소,서울 광진구 광나루로 460 (화양동),현대오일뱅크,02-2201-4392,Y,1589,1469,1269,-,37.5450546,127.0803615
128,서울특별시,현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로37 (자양동),현대오일뱅크,02-447-9796,Y,-,1469,1269,-,37.53122219999999,127.0857552
129,서울특별시,삼호주유소,서울 광진구 천호대로 809 (광장동),S-OIL,02-455-7200,Y,1718,1488,1258,-,37.5456366,127.1036719
130,서울특별시,대성산업(주)구의주유소,서울 광진구 광나루로 570 (구의동),GS칼텍스,02-457-0638,N,-,1489,1289,-,37.5436918,127.092542
131,서울특별시,자양주유소,서울 광진구 아차산로 298 (자양동),SK에너지,02-457-7600,N,1687,1497,1297,-,37.538068,127.0758748
132,서울특별시,강평주유소,서울 광진구 아차산로 616 (광장동),SK에너지,02-2201-0736,N,1738,1497,1297,1088,37.5475468,127.1072399
133,서울특별시,구의스타주유소,서울 광진구 자양로 103,GS칼텍스,02-457-4071,N,-,1510,1295,1030,37.5369964,127.0831207
134,서울특별시,동서울주유소,서울 광진구 강변역로 10 (구의동),GS칼텍스,02-444-3910,N,-,1529,1329,1050,37.5377845,127.0912433
135,서울특별시,SK구로주유소,서울 구로구 구일로 94 (구로동),SK에너지,02-868-5758,N,-,1398,1198,1098,37.4935494,126.8721653
136,서울특별시,신성주유소,서울 구로구 구로동로 187 (구로제2동),현대오일뱅크,02-866-5189,Y,-,1409,1209,1050,37.49511,126.8823151
137,서울특별시,구인주유소,서울 구로구 경인로 558 (구로동),SK에너지,02-2677-5010,N,-,1417,1217,1100,37.504209,126.8860667
138,서울특별시,(주)새서울석유 대원셀프주유소,서울 구로구 개봉로 7,현대오일뱅크,02-2612-3880,Y,-,1417,1217,-,37.4860529,126.8560668
139,서울특별시,항동주유소,서울 구로구 서해안로 2154 (항동),S-OIL,02-2611-1113,Y,-,1419,1219,-,37.4911149,126.8395931
140,서울특별시,서울석유(주)풀페이주유소,서울 구로구 경인로 41 (온수동),SK에너지,02-2613-7708,N,-,1425,1225,-,37.4899652,126.8254874
141,서울특별시,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),GS칼텍스,02-861-5189,Y,-,1425,1225,-,37.4962231,126.8885534
142,서울특별시,대성산업(주)디큐브주유소,서울 구로구 경인로 650 (신도림동),GS칼텍스,02-2633-7188,N,1628,1429,1209,-,37.50900000000001,126.8869641
143,서울특별시,처음처럼주유소,서울 구로구 오리로 1299 (궁동),S-OIL,02-2611-5051,N,-,1429,1229,850,37.4973539,126.8289543
144,서울특별시,근린공원주유소,서울 구로구 고척로 199 (고척동),S-OIL,02-2066-3700,N,-,1438,1248,1100,37.5050911,126.8554371
145,서울특별시,JHC에너지,서울 구로구 시흥대로 539,알뜰주유소,02-866-9553,N,-,1439,1239,-,37.4813879,126.8997699
146,서울특별시, 현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,현대오일뱅크,02-856-1135,Y,1598,1439,1239,-,37.4808979,126.8993011
147,서울특별시,현대오일뱅크㈜직영 신오류주유소,서울 구로구 경인로 161 (오류동),현대오일뱅크,02-2687-4186,N,1550,1445,1245,1000,37.491358,126.839872
148,서울특별시,정은주유소,서울 구로구 경인로 407 (고척동),현대오일뱅크,02-2611-5183,N,-,1445,1255,1100,37.49818399999999,126.8645106
149,서울특별시,SK에너지(주)직영 개봉동주유소,서울 구로구 경인로 290 (개봉동),SK에너지,02-2616-5189,N,-,1449,1259,950,37.4863179,126.8570058
150,서울특별시,개봉주유소,서울 구로구 고척로 115 (개봉동),현대오일뱅크,02-2618-5145,Y,-,1449,1259,1100,37.5019132,126.846819
151,서울특별시,현대오일뱅크(주)직영 신구로주유소,서울 구로구 가마산로 293 (구로동),현대오일뱅크,02-859-0051,N,1597,1458,1258,-,37.4974745,126.8924749
152,서울특별시,영진주유소,서울 구로구 구로동로 20 (가리봉동),S-OIL,02-861-6625,N,-,1476,1276,1100,37.4836403,126.8869533
153,서울특별시,동선주유소,서울 구로구 경인로 150 (오류동),GS칼텍스,02-2683-1126,N,-,1485,1285,-,37.49164,126.8428088
154,서울특별시,시몬주유소,서울 구로구 부일로 871,S-OIL,02-2689-5185,N,-,1497,1297,-,37.4929263,126.8239788
155,서울특별시,동아주유소,서울 구로구  도림로 91 (구로동),S-OIL,02-855-1282,N,-,1648,1298,1100,37.4907961,126.8931581
156,서울특별시,구로주유소,서울 구로구 구로동로 137 (구로동),GS칼텍스,02-587-1251,N,-,1942,1728,1376,37.490737,126.883519
157,서울특별시,구광주유소,서울특별시 금천구  서부샛길 674 (가산동),S-OIL,02-868-6889,N,-,1415,1215,950,37.4819679,126.8751491
158,서울특별시,(주)진우에너지 백운주유소,서울 금천구 시흥대로 282 (독산동),알뜰주유소,02-894-8521,Y,-,1415,1215,1100,37.45885150000001,126.8993418
159,서울특별시,명보에너지,서울 금천구 시흥대로 377 (독산동),알뜰주유소,02-806-8336,N,-,1425,1225,-,37.4672071,126.8971336
160,서울특별시,(주)태영유업 독산고개,서울 금천구 시흥대로 484,현대오일뱅크,02-856-0283,Y,-,1434,1234,1100,37.4767708,126.8991661
161,서울특별시,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,GS칼텍스,02-896-5145,Y,1585,1435,1235,1000,37.4682643,126.8998818
162,서울특별시,현대오일뱅크(주)직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),현대오일뱅크,02-891-5189,Y,1580,1435,1235,-,37.4604604,126.904433
163,서울특별시,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GS칼텍스,02-805-7888,Y,-,1435,1235,-,37.4415477,126.9031064
164,서울특별시,남서울경복에너지,서울 금천구 독산로 257 (독산동),S-OIL,02-855-9880,Y,-,1435,1235,1050,37.46981,126.9023363
165,서울특별시,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),S-OIL,02-807-3161,Y,-,1435,1235,-,37.4496089,126.9029548
166,서울특별시,KH에너지(주)직영시흥대로주유소,서울 금천구 시흥대로 221 (시흥동),SK에너지,02-892-5156,N,-,1445,1245,1000,37.453405,126.9005383
167,서울특별시,현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),현대오일뱅크,02-859-5426,N,-,1449,1249,-,37.4801783,126.9074941
168,서울특별시,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,SK에너지,02-861-2241,N,-,1454,1254,-,37.4730006,126.8978907
169,서울특별시,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),SK에너지,02-802-6749,N,-,1464,1264,1150,37.4371734,126.9024572
170,서울특별시,배꽃나라주유소,서울 노원구 화랑로 466 (공릉동),GS칼텍스,02-973-5172,Y,1605,1425,1225,-,37.618542,127.0792521
171,서울특별시,삼육주유소,서울 노원구 화랑로 822 (공릉동),SK에너지,02-949-3677,Y,-,1425,1225,1050,37.63862520000001,127.1090677
172,서울특별시,월계주유소,서울 노원구 월계로 252 (월계동),GS칼텍스,02-917-7650,Y,-,1429,1227,1049,37.6244446,127.0506987
173,서울특별시,태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),S-OIL,02-976-5189,Y,1648,1442,1247,-,37.6259181,127.0855335
174,서울특별시,성북역주유소,서울 노원구 광운로 95 (월계동),GS칼텍스,02-919-8141,N,-,1448,1233,1150,37.6260144,127.0599523
